id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
TOE-9-010,TOEIC Core,Inventory,Word,Basic,subtract,,noun,nghĩa tiếng Việt của 'subtract' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,subtract document; subtract process; subtract requirement,The company reviewed the subtract before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'subtract' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-011,TOEIC Core,Inventory,Word,Basic,tedious,,noun,nghĩa tiếng Việt của 'tedious' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,tedious document; tedious process; tedious requirement,The company reviewed the tedious before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'tedious' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-012,TOEIC Core,Inventory,Word,Basic,verify,,verb,nghĩa tiếng Việt của 'verify' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,verify a request; verify the information; verify a document,The manager asked us to verify the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'verify' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-7-001,TOEIC Core,Banking,Word,Basic,accept,,noun,nghĩa tiếng Việt của 'accept' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,accept document; accept process; accept requirement,The company reviewed the accept before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'accept' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-002,TOEIC Core,Banking,Word,Basic,balance,,noun,nghĩa tiếng Việt của 'balance' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,balance document; balance process; balance requirement,The company reviewed the balance before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'balance' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-003,TOEIC Core,Banking,Word,Basic,borrow,,noun,nghĩa tiếng Việt của 'borrow' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,borrow document; borrow process; borrow requirement,The company reviewed the borrow before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'borrow' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-004,TOEIC Core,Banking,Word,Basic,cautiously,,adverb,nghĩa tiếng Việt của 'cautiously' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,cautiously document; cautiously process; cautiously requirement,The company reviewed the cautiously before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'cautiously' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-005,TOEIC Core,Banking,Word,Basic,deduct,,noun,nghĩa tiếng Việt của 'deduct' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,deduct document; deduct process; deduct requirement,The company reviewed the deduct before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'deduct' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-006,TOEIC Core,Banking,Word,Basic,dividend,,noun,nghĩa tiếng Việt của 'dividend' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,dividend document; dividend process; dividend requirement,The company reviewed the dividend before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'dividend' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-007,TOEIC Core,Banking,Phrase,Basic,down payment,,phrase,nghĩa tiếng Việt của 'down payment' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,down payment document; down payment process; down payment requirement,The company reviewed the down payment before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'down payment' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-008,TOEIC Core,Banking,Word,Basic,mortgage,,noun,nghĩa tiếng Việt của 'mortgage' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,mortgage document; mortgage process; mortgage requirement,The company reviewed the mortgage before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'mortgage' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-009,TOEIC Core,Banking,Word,Basic,restricted,,noun,nghĩa tiếng Việt của 'restricted' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,restricted document; restricted process; restricted requirement,The company reviewed the restricted before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'restricted' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-010,TOEIC Core,Banking,Word,Basic,signature,,noun,nghĩa tiếng Việt của 'signature' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,signature document; signature process; signature requirement,The company reviewed the signature before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'signature' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-011,TOEIC Core,Banking,Phrase,Basic,take out,,phrase,nghĩa tiếng Việt của 'take out' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,take out document; take out process; take out requirement,The company reviewed the take out before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'take out' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-7-012,TOEIC Core,Banking,Word,Basic,transaction,,noun,nghĩa tiếng Việt của 'transaction' trong chủ đề Banking,A TOEIC workplace term commonly used in banking contexts.,,transaction document; transaction process; transaction requirement,The company reviewed the transaction before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'transaction' in a short answer about banking.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, banking",New
TOE-10-001,TOEIC Core,Accounting,Word,Basic,accounting,,noun,nghĩa tiếng Việt của 'accounting' trong chủ đề Accounting,A TOEIC workplace term commonly used in accounting contexts.,,accounting document; accounting process; accounting requirement,The company reviewed the accounting before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'accounting' in a short answer about accounting.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, accounting",New
TOE-10-002,TOEIC Core,Accounting,Word,Basic,accumulate,,noun,nghĩa tiếng Việt của 'accumulate' trong chủ đề Accounting,A TOEIC workplace term commonly used in accounting contexts.,,accumulate document; accumulate process; accumulate requirement,The company reviewed the accumulate before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'accumulate' in a short answer about accounting.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, accounting",New
